,ID,jamfaktor,tedadfaktor,jamMarjoee,TedadMarjoee,jamNaghd,TedadNaghd,jamcheck,Tedadcheck,tedadBargashti,JamBargashti,TedadBargashtiHazer,RialBashtiHazer,jamBedehi,TedadBedehi,Malek,Metrajh,EtebarRial,EtebarTedady,EtebarRialiNaghdi,Khas,sNoePardakht,akharinFaktor,AvalinFaktor,AkharinMarjoee,AvalinMarjoee
0,23856,57095000.0,33,4287200.0,8,7296300,21,28210000,2,1,11875000,1,11875000.0,12901000.0,5,0,0,0,0,0,0,3953,1942,2088,1941,2021
1,23857,7864000.0,11,3070000.0,2,4665000,9,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1891,2088,1937,2050
2,23858,1920000.0,2,0.0,0,1920000,2,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2058,2088,0,0
3,23859,9626100.0,23,1485400.0,11,8140700,24,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1883,2088,1882,2064
4,23860,11662300.0,28,1014100.0,8,10648200,28,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1871,2088,1882,2074
5,23861,27764800.0,51,2996200.0,20,24768600,55,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1871,2088,1882,2074
6,23862,20861000.0,19,483500.0,6,20269500,22,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1904,2088,1941,2088
7,23863,6602000.0,18,954000.0,5,5648000,16,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1886,2088,1885,2082
8,23864,810000.0,3,597000.0,2,213000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1995,2088,1994,2081
9,23865,2417000.0,3,2417000.0,3,0,0,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2016,2061,2015,2060
10,23866,2330500.0,5,0.0,0,2330500,5,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1984,2088,0,0
11,23867,2297100.0,4,110000.0,2,2187100,4,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1883,2068,1948,1983
12,23868,6916000.0,10,1308000.0,3,5608000,10,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1883,2061,1896,2060
13,23869,7020500.0,15,450200.0,4,6570300,14,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1890,2088,1941,2074
14,23870,961500.0,1,961500.0,1,0,0,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2088,2088,2082,2082
15,23871,64201550.0,46,6737300.0,22,53754250,51,3710000,2,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1883,2088,1889,2082
16,23872,264000.0,1,0.0,0,264000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2088,2088,0,0
17,23873,8044500.0,13,1923000.0,6,6121500,13,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1883,2078,1882,2075
18,23874,8668100.0,29,467300.0,5,8200800,30,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1871,2088,1906,2071
19,23875,14795600.0,29,387800.0,5,14407800,29,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1871,2088,1924,2071
20,23876,2284900.0,4,928800.0,2,1356100,3,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1935,2088,1934,2088
21,23877,652594266.0,142,34034470.0,94,184992086,117,402900000,45,0,0,0,,18480820.0,3,0,0,0,0,0,0,3953,1871,2066,1881,2064
22,23878,3635300.0,6,1081550.0,4,2553750,5,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1936,2088,1935,2082
23,23879,6823800.0,12,115200.0,1,6644100,15,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1918,2088,1965,1965
24,23880,12775600.0,34,1684500.0,10,10801000,32,0,0,0,0,0,,290100.0,1,0,0,0,0,0,0,3953,1871,2087,1874,2024
25,23881,1341000.0,4,544500.0,2,796500,3,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1987,2022,2014,2021
26,23882,200000.0,1,0.0,0,200000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2088,2088,0,0
27,23883,3858800.0,10,1755300.0,6,2103500,7,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1919,2088,1919,2074
28,23884,0.0,0,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
29,23885,2443800.0,6,0.0,0,2443800,7,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1946,2088,0,0
30,23886,4737500.0,16,234500.0,4,4481000,17,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1912,2088,1928,2039
31,23887,811500.0,2,330000.0,1,481500,3,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2061,2072,2060,2060
32,23888,1905500.0,4,781500.0,4,1124000,3,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2065,2078,2064,2075
33,23889,1495000.0,6,673000.0,3,822000,3,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2033,2087,2032,2067
34,23890,694000.0,3,177500.0,2,516500,3,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2058,2088,2060,2060
35,23891,12370800.0,21,6289500.0,17,6081300,22,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2008,2088,2007,2085
36,23892,12487000.0,26,696000.0,1,11791000,26,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1908,2088,1980,1980
37,23893,2014000.0,7,589000.0,2,1425000,5,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1931,2088,1930,1993
38,23894,56374920.0,30,10018595.0,12,46152325,35,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1913,2088,1912,2015
39,23895,28121100.0,39,2673900.0,12,24629500,38,0,0,0,0,0,,817700.0,1,0,0,0,0,0,0,3953,1871,2087,1891,2077
40,23896,44925800.0,51,3573600.0,19,39991700,60,0,0,0,0,0,,1360500.0,1,0,0,0,0,0,0,0,1871,2087,1884,2077
41,23897,26703700.0,47,3028100.0,8,23675600,48,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1875,2087,1891,2070
42,23898,1427500.0,3,0.0,0,1427500,4,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1990,2087,0,0
43,23899,18585000.0,39,1940500.0,9,16348500,43,0,0,0,0,0,,296000.0,1,0,0,0,0,0,0,3953,1871,2084,1965,2070
44,23900,47718950.0,53,15923300.0,45,31214750,54,0,0,0,0,0,,571400.0,1,0,0,0,0,0,0,3953,1871,2087,1884,2073
45,23901,3427000.0,6,0.0,0,3427000,6,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1885,2087,0,0
46,23902,20986300.0,28,2262100.0,15,18376200,30,0,0,0,0,0,,348000.0,1,0,0,0,0,0,0,3953,1871,2085,1874,2073
47,23903,320000.0,2,34500.0,1,285500,2,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2060,2087,2059,2059
48,23904,10868600.0,19,460000.0,4,10132600,20,0,0,0,0,0,,276000.0,1,0,0,0,0,0,0,3953,1871,2087,2066,2087
49,23905,377400.0,1,0.0,0,377400,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2087,2087,0,0
50,23906,1356150.0,2,0.0,0,1356150,2,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2081,2087,0,0
51,23907,946000.0,3,0.0,0,946000,3,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1973,2032,0,0
52,23908,875400.0,2,0.0,0,875400,3,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2053,2087,0,0
53,23909,557250.0,2,0.0,0,557250,2,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2078,2085,0,0
54,23910,510000.0,1,0.0,0,510000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2087,2087,0,0
55,23911,460200.0,2,0.0,0,460200,2,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1913,2087,0,0
56,23912,0.0,0,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3953,0,0,0,0
57,23913,2821200.0,5,1080000.0,3,1741200,4,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2054,2087,2053,2075
58,23914,27770750.0,28,4534000.0,9,23236750,27,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1875,2087,1905,2087
59,23915,4688800.0,10,232000.0,3,4456800,9,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1919,2087,1970,2024
60,23916,34586150.0,45,6620700.0,14,27965450,43,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1889,2087,1888,2068
61,23917,9258000.0,21,1273500.0,8,7560500,20,0,0,0,0,0,,424000.0,1,0,0,0,0,0,0,3953,1871,2081,1898,2080
62,23918,389500.0,1,0.0,0,389500,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2081,2081,0,0
63,23919,17481200.0,35,793500.0,7,16238900,37,0,0,0,0,0,,448800.0,1,0,0,0,0,0,0,3953,1871,2087,1884,1972
64,23920,12755450.0,37,175000.0,2,12317450,37,0,0,0,0,0,,263000.0,1,0,0,0,0,0,0,3953,1871,2087,2017,2031
65,23921,22132500.0,47,474900.0,11,21186600,50,0,0,0,0,0,,471000.0,1,0,0,0,0,0,0,3953,1871,2087,1888,2038
66,23922,21378500.0,35,818500.0,8,20560100,37,0,0,0,0,0,,-100.0,0,0,0,0,0,0,0,3953,1889,2087,1895,2075
67,23923,0.0,0,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3953,0,0,0,0
68,23924,0.0,0,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3953,0,0,0,0
69,23925,960000.0,1,0.0,0,960000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2087,2087,0,0
70,23926,0.0,0,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3953,0,0,0,0
71,23927,275000.0,1,0.0,0,275000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1891,1891,0,0
72,23928,2224800.0,7,321500.0,2,1903300,6,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1976,2087,1979,1989
73,23929,270000.0,1,0.0,0,270000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1938,1938,0,0
74,23930,6606300.0,11,1158000.0,2,5448300,11,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1931,2084,1993,2038
75,23931,812000.0,2,0.0,0,812000,2,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2046,2087,0,0
76,23932,455000.0,1,0.0,0,455000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2087,2087,0,0
77,23933,7654000.0,12,1023500.0,6,6630500,11,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1910,2086,1907,2046
78,23934,6697550.0,10,2765600.0,5,3931950,9,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1917,2085,1916,2077
79,23935,0.0,0,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3953,0,0,0,0
80,23936,33151200.0,51,2980300.0,34,30170900,59,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1875,2087,1874,2084
81,23937,22807400.0,33,1978350.0,14,20438050,31,0,0,0,0,0,,391000.0,1,0,0,0,0,0,0,3953,1871,2087,1884,2075
82,23938,5431000.0,6,161500.0,2,5269500,6,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1934,2087,1933,1933
83,23939,3707100.0,12,95800.0,3,3611300,13,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1969,2084,2056,2075
84,23940,0.0,0,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3953,0,0,0,0
85,23941,13445300.0,25,869700.0,9,11708600,26,0,0,0,0,0,,867000.0,1,0,0,0,0,0,0,3953,1871,2081,1935,2073
86,23942,4181800.0,6,128500.0,2,4053300,6,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1892,2053,1891,1940
87,23943,255600.0,1,0.0,0,255600,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1932,1932,0,0
88,23944,9119700.0,14,1741500.0,4,7378200,14,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1892,2087,1933,2059
89,23945,32821350.0,42,1391600.0,22,29402750,43,1000000,1,0,0,0,,1027000.0,1,0,0,0,0,0,0,3953,1871,2087,1884,2073
90,23946,3325800.0,4,68000.0,1,3257800,4,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1906,2080,1933,1933
91,23947,7382100.0,19,1345000.0,11,6037100,18,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1875,2087,1874,2080
92,23948,456800.0,1,0.0,0,456800,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2087,2087,0,0
93,23949,17128600.0,21,7771000.0,11,9307600,14,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1872,2067,1872,2066
94,23950,18980300.0,25,1379500.0,7,16715800,25,0,0,0,0,0,,885000.0,1,0,0,0,0,0,0,3953,1871,2087,1954,2059
95,23951,262500.0,1,0.0,0,262500,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2060,2060,0,0
96,23952,1350000.0,1,0.0,0,1350000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2082,2082,0,0
97,23953,3694200.0,8,44000.0,1,3650200,8,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2010,2087,2072,2072
98,23954,34167750.0,42,3241000.0,23,30926750,45,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1911,2087,1911,2080
99,23955,1071000.0,3,0.0,0,1071000,3,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2075,2087,0,0
100,23956,14312750.0,17,1798500.0,7,11514250,16,1000000,1,1,1000000,0,,0.0,1,0,0,0,0,0,0,3953,1881,2087,1879,2081
101,23957,12906100.0,21,2593250.0,14,10312850,21,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1886,2087,1886,2054
102,23958,7812450.0,22,1278550.0,10,6533900,23,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1891,2086,1890,2086
103,23959,12734400.0,22,3371000.0,15,9363400,23,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1885,2086,1895,2054
104,23960,3706000.0,11,1308000.0,4,2398000,7,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1886,2082,1933,2061
105,23961,4404400.0,5,2880000.0,3,1524400,3,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1941,2073,2016,2047
106,23962,1389200.0,3,123000.0,2,1266200,3,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2017,2086,2072,2072
107,23963,13860600.0,29,1771100.0,8,12089500,27,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1872,2086,1907,2075
108,23964,4185800.0,10,540000.0,2,3645800,10,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1916,2086,2068,2075
109,23965,14392650.0,32,3148300.0,12,11244350,30,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1884,2086,1882,2086
110,23966,25072800.0,31,3027650.0,10,21971150,35,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1872,2086,1897,2072
111,23967,8647000.0,19,0.0,0,8647000,19,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1872,2086,0,0
112,23968,12697700.0,18,3443500.0,9,9217200,14,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1929,2086,1960,2079
113,23969,2928000.0,3,960000.0,1,1968000,3,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1975,2080,2072,2072
114,23970,29920500.0,33,2785000.0,8,27102000,29,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1914,2086,1919,2082
115,23971,4483000.0,5,2303000.0,2,2180000,3,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1996,2086,1997,2000
116,23972,865200.0,2,0.0,0,865200,2,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2082,2086,0,0
117,23973,13324950.0,33,2791500.0,18,10499950,29,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1911,2086,1910,2047
118,23974,2252500.0,8,0.0,0,2252500,8,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1956,2086,0,0
119,23975,1880500.0,6,899000.0,5,981500,4,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1984,2086,1983,2086
120,23976,28135050.0,28,2684850.0,5,25450200,30,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1875,2086,1916,1982
121,23977,1974000.0,6,261000.0,3,1713000,6,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1925,2086,1959,2065
122,23978,8557100.0,21,971400.0,8,7585700,20,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1895,2086,1921,2075
123,23979,3614500.0,10,579500.0,5,3035000,12,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1939,2086,1938,2086
124,23980,32151000.0,46,2948750.0,26,29202250,48,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1884,2086,1893,2086
125,23981,309000.0,1,38000.0,1,271000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2086,2086,2086,2086
126,23982,516000.0,1,0.0,0,516000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2086,2086,0,0
127,23983,264000.0,1,0.0,0,264000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2086,2086,0,0
128,23984,7614500.0,14,1297000.0,3,6179500,13,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1925,2086,1945,2051
129,23985,284200.0,1,0.0,0,284200,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2086,2086,0,0
130,23986,0.0,0,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3953,0,0,0,0
131,23987,0.0,0,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3953,0,0,0,0
132,23988,174300.0,1,0.0,0,174300,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2086,2086,0,0
133,23989,0.0,0,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3953,0,0,0,0
134,23990,1376200.0,4,10000.0,1,1366200,4,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1939,2086,1938,1938
135,23991,5077000.0,6,0.0,0,5077000,7,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1946,2086,0,0
136,23992,3164000.0,8,0.0,0,3164000,8,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2021,2086,0,0
137,23993,2374000.0,4,204500.0,3,2169500,6,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1981,2086,1979,2051
138,23994,19714500.0,21,1248850.0,13,18439650,25,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1914,2086,1913,2075
139,23995,1047000.0,4,0.0,0,1047000,4,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2012,2086,0,0
140,23996,1236000.0,2,816000.0,1,420000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2017,2086,2015,2015
141,23997,3660800.0,7,529000.0,2,3131800,6,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1921,2086,1926,1934
142,23998,1746000.0,5,68000.0,1,1678000,5,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1918,2086,2008,2008
143,23999,6516600.0,20,565000.0,6,5925600,19,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1918,2086,1926,2061
144,24000,1228000.0,3,0.0,0,1228000,3,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2019,2086,0,0
145,24001,10656900.0,15,882000.0,6,9774900,14,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1891,2086,1890,2072
146,24002,9833400.0,22,634500.0,11,9198900,24,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1884,2086,1890,2079
147,24003,10786000.0,23,1098000.0,1,9688000,23,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1891,2086,1902,1902
148,24004,11731600.0,22,1137000.0,6,10594600,23,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1891,2086,1890,2079
149,24005,12484500.0,12,260500.0,3,12224000,12,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1926,2086,1981,2079
150,24006,4249600.0,9,41200.0,2,4208400,11,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1871,2086,1871,2029
151,24007,32583600.0,34,3283500.0,10,29300100,32,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1884,2086,1890,2075
152,24008,7462000.0,11,3182000.0,4,4280000,9,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1872,2086,1998,2072
153,24009,12515900.0,23,420000.0,1,12095900,24,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1913,2086,1941,1941
154,24010,1920000.0,2,123000.0,1,1797000,2,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2033,2040,2039,2039
155,24011,323000.0,1,11000.0,1,312000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2085,2085,2085,2085
156,24012,1154000.0,3,412000.0,1,742000,2,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1924,2085,1988,1988
157,24013,20961200.0,14,3807200.0,5,17154000,15,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1969,2085,1986,2073
158,24014,0.0,0,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3953,0,0,0,0
159,24015,690000.0,2,420000.0,1,270000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1975,2084,1973,1973
160,24016,4536000.0,8,1545000.0,4,2991000,5,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1966,2082,1983,2081
161,24017,1584000.0,3,1184000.0,2,370000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1994,2072,1991,1998
162,24018,4493000.0,14,1937300.0,7,2555700,10,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1910,2084,1907,2074
163,24019,5874400.0,6,5196000.0,5,678400,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2031,2082,2029,2074
164,24020,3791000.0,10,1765000.0,8,2026000,7,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1924,2084,1923,2074
165,24021,3063000.0,3,1170000.0,1,1893000,3,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1995,2084,2000,2000
166,24022,8720400.0,31,1065000.0,12,7655400,31,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1871,2085,1903,2067
167,24023,9134300.0,17,600100.0,2,8534200,17,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1871,2085,1920,2081
168,24024,1829800.0,6,983600.0,4,846200,4,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2009,2079,2008,2078
169,24025,7159500.0,18,2471500.0,12,4688000,17,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1871,2082,1871,2081
170,24026,0.0,0,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3953,0,0,0,0
171,24027,22923100.0,35,1362800.0,24,21560300,39,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1886,2085,1899,2085
172,24028,6950800.0,5,213000.0,1,6737800,5,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1893,2085,2053,2053
173,24029,7368500.0,21,345500.0,6,7023000,21,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1886,2085,1955,2078
174,24030,2226500.0,3,0.0,0,2226500,5,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2001,2085,0,0
175,24031,7729900.0,3,5795500.0,2,1934400,2,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2072,2085,2071,2072
176,24032,14137150.0,23,2833850.0,12,11303300,22,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1913,2085,1912,2085
177,24033,4883500.0,10,0.0,0,4883500,11,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1910,2085,0,0
178,24034,1176000.0,1,0.0,0,1176000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2085,2085,0,0
179,24035,620400.0,1,0.0,0,620400,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2085,2085,0,0
180,24036,1361400.0,3,0.0,0,1361600,3,0,0,0,0,0,,-200.0,0,0,0,0,0,0,0,3953,2071,2085,0,0
181,24037,6380200.0,11,2620500.0,7,3759700,8,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1966,2078,1965,2077
182,24038,4783200.0,7,726000.0,1,4057200,6,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1934,2085,2010,2010
183,24039,1007400.0,1,0.0,0,1007400,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2085,2085,0,0
184,24040,1007400.0,1,0.0,0,1007400,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2085,2085,0,0
185,24041,1983900.0,3,325200.0,1,1658700,2,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2013,2085,2012,2012
186,24042,503700.0,1,0.0,0,503700,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2085,2085,0,0
187,24043,452500.0,1,0.0,0,452500,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1891,1891,0,0
188,24044,658800.0,1,0.0,0,658800,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2085,2085,0,0
189,24045,0.0,0,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
190,24046,1477950.0,1,0.0,0,1477950,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2085,2085,0,0
191,24047,0.0,0,0.0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,3953,0,0,0,0
192,24048,16164550.0,28,3576000.0,21,12588550,28,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,1871,2085,1899,2085
193,24049,1270300.0,3,660000.0,1,610300,2,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2043,2085,2042,2042
194,24050,997500.0,2,0.0,0,997500,2,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2075,2085,0,0
195,24051,757800.0,1,0.0,0,757800,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,3953,2085,2085,0,0
196,24052,5477150.0,7,10100.0,1,5467050,7,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1952,2085,2029,2029
197,24053,1265000.0,3,0.0,0,1070000,3,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2004,2085,0,0
198,24054,559500.0,2,433500.0,1,126000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1994,2085,1993,1993
199,24055,252000.0,1,0.0,0,252000,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2085,2085,0,0
200,24056,440900.0,2,252800.0,2,188100,1,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,1992,2085,1991,2085
201,24057,998500.0,3,0.0,0,998500,3,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,2024,2085,0,0
