,Code,CodeAsli,CodeFarei,Sharh,Dideh,SharhLatin,MeghdarAdadi,CodeLink,NameEnum,GHeader,UserName,Tarikh,Saat
1707,5181,21,1,کازرون,1,,0.0,1398,,0,,,
1708,5182,1,1,کازرون,1,,0.0,5181,,0,,,
1709,5183,21,1,لار,1,,0.0,1439,,0,,,
1710,5184,1,1,لار,1,,0.0,5183,,0,,,
1711,5185,21,1,گراش,1,,0.0,1548,,0,,,
1712,5186,1,1,گراش,1,,0.0,5185,,0,,,
1713,5187,21,1,بندر انزلي,1,,0.0,1215,,0,,,
1714,5188,1,1,بندر انزلي,1,,0.0,5187,,0,,,
1715,5189,21,1,لنگرود,1,,0.0,1445,,0,,,
1716,5190,1,1,لنگرود,1,,0.0,5189,,0,,,
1717,5191,21,1,لاهيجان,1,,0.0,1441,,0,,,
1718,5192,1,1,لاهيجان,1,,0.0,5191,,0,,,
1719,5193,21,1,آمل,1,,0.0,1160,,0,,,
1720,5194,1,1,آمل,1,,0.0,5193,,0,,,
1721,5195,21,1,تنکابن,1,,0.0,1252,,0,,,
1722,5196,1,1,تنکابن,1,,0.0,5195,,0,,,
1723,5197,21,1,نوشهر,1,,0.0,1496,,0,,,
1724,5198,1,1,نوشهر,1,,0.0,5197,,0,,,
1725,5199,21,1,اسکو,1,,0.0,1174,,0,,,
1726,5200,1,1,اسکو,1,,0.0,5199,,0,,,
1727,5201,21,1,تبريز,1,,0.0,1245,,0,,,
1728,5202,1,1,تبريز,1,,0.0,5201,,0,,,
1729,5203,21,1,اروميه,1,,0.0,1169,,0,,,
1730,5204,1,1,اروميه,1,,0.0,5203,,0,,,
1731,5205,21,1,خوي,1,,0.0,1275,,0,,,
1732,5206,1,1,خوي,1,,0.0,5205,,0,,,
1733,5209,21,1,سيرجان,1,,0.0,1344,,0,,,
1734,5210,1,1,سيرجان,1,,0.0,5209,,0,,,
1735,5211,21,1,کرمان,1,,0.0,1405,,0,,,
1736,5212,1,1,کرمان,1,,0.0,5211,,0,,,
1737,5213,21,1,رابر,1,,0.0,1600,,0,,,
1738,5214,1,1,رابر,1,,0.0,5213,,0,,,
1739,5215,21,1,بندرعباس,1,,0.0,1216,,0,,,
1740,5216,1,1,بندر عباس,1,,0.0,5215,,0,,,
1741,5217,21,1,يزد,1,,0.0,1517,,0,,,
1742,5218,1,1,يزد,1,,0.0,5217,,0,,,
1743,5219,21,1,زاهدان,1,,0.0,1306,,0,,,
1744,5220,1,1,زاهدان,1,,0.0,5219,,0,,,
1745,5221,21,1,اميديه,1,,0.0,1183,,0,,,
1746,5222,1,1,اميديه,1,,0.0,5221,,0,,,
1747,5223,21,1,خرمشهر,1,,0.0,1267,,0,,,
1748,5224,1,1,خرمشهر,1,,0.0,5223,,0,,,
1749,5225,21,1,دزفول,1,,0.0,1279,,0,,,
1750,5226,1,1,دزفول,1,,0.0,5225,,0,,,
1751,5227,21,1,رامشير,1,,0.0,1289,,0,,,
1752,5228,1,1,رامشير,1,,0.0,5227,,0,,,
1753,5229,21,1,مسجد سليمان,1,,0.0,1465,,0,,,
1754,5230,1,1,مسجد سليمان,1,,0.0,5229,,0,,,
1755,5231,21,1,اسدآباد,1,,0.0,1172,,0,,,
1756,5232,1,1,اسدآباد,1,,0.0,5231,,0,,,
1757,5233,21,1,ملاير,1,,0.0,1468,,0,,,
1758,5234,1,1,ملاير,1,,0.0,5233,,0,,,
1759,5235,21,1,نهاوند,1,,0.0,1498,,0,,,
1760,5236,1,1,نهاوند,1,,0.0,5235,,0,,,
1761,5237,21,1,همدان,1,,0.0,1513,,0,,,
1762,5238,1,1,همدان,1,,0.0,5237,,0,,,
1763,5239,21,1,لالجين,1,,0.0,1625,,0,,,
1764,5240,1,1,لالجين,1,,0.0,5239,,0,,,
1765,5241,21,1,اسلام آباد غرب (شمال),1,,0.0,1175,,0,,,
1766,5242,1,1,خ ش افشار، خ گلها، پ 77,1,,0.0,5241,,0,,,
1767,5243,21,1,کرمانشاه,1,,0.0,1406,,0,,,
1768,5244,1,1,کرمانشاه,1,,0.0,5243,,0,,,
1769,5245,21,1,گنبد کاووس,1,,0.0,1435,,0,,,
1770,5246,1,1,گنبد کاووس,1,,0.0,5245,,0,,,
1771,5247,21,1,اردبيل,1,,0.0,1165,,0,,,
1772,5248,1,1,اردبيل,1,,0.0,5247,,0,,,
1773,5249,21,1,بوشهر,1,,0.0,1214,,0,,,
1774,5250,1,1,بوشهر,1,,0.0,5249,,0,,,
1775,5251,21,1,خارک,1,,0.0,1262,,0,,,
1776,5252,1,1,خارک,1,,0.0,5251,,0,,,
1777,5253,21,1,شهرکرد,1,,0.0,1355,,0,,,
1778,5254,1,1,شهرکرد,1,,0.0,5253,,0,,,
1779,5255,21,1,زنجان,1,,0.0,1311,,0,,,
1780,5256,1,1,زنجان,1,,0.0,5255,,0,,,
1781,5257,21,1,قزوين,1,,0.0,1391,,0,,,
1782,5258,1,1,قزوين,1,,0.0,5257,,0,,,
1783,5259,21,1,سمنان,1,,0.0,1337,,0,,,
1784,5260,1,1,سمنان,1,,0.0,5259,,0,,,
1785,5261,21,1,قم,1,,0.0,1395,,0,,,
1786,5262,1,1,قم,1,,0.0,5261,,0,,,
1787,5263,21,1,سنندج,1,,0.0,1340,,0,,,
1788,5264,1,1,سنندج,1,,0.0,5263,,0,,,
1789,5265,21,1,بيجار,1,,0.0,1234,,0,,,
1790,5266,1,1,بيجار,1,,0.0,5265,,0,,,
1791,5267,21,1,خرم آباد,1,,0.0,1265,,0,,,
1792,5268,1,1,خرم آباد,1,,0.0,5267,,0,,,
1793,5269,21,1,ساوه,1,,0.0,1315,,0,,,
1794,5270,1,1,ساوه,1,,0.0,5269,,0,,,
1795,5271,21,1,بروجرد,1,,0.0,1206,,0,,,
1796,5272,1,1,بروجرد,1,,0.0,5271,,0,,,
1797,5273,21,1,دورود,1,,0.0,1283,,0,نعماني,13860316,04:00:01
1798,5274,1,1,دورود,1,,0.0,5273,,0,نعماني,13860316,04:00:01
1799,5275,21,1,بهشهر,1,,0.0,1233,,0,,,
1800,5276,1,1,بهشهر,1,,0.0,5275,,0,,,
1801,5277,36,1,شهرستان,1,,0.0,0,,1,افتخاري,13860819,10:20:01
1802,5279,36,1,حومه تهران,1,,0.0,0,,1,,,
1803,5280,36,1,تعاوني,1,,0.0,0,,1,,,
1804,5283,21,1,چالوس,1,,0.0,1259,,0,,,
1805,5284,1,1,چالوس,1,,0.0,5283,,0,,,
1806,5291,63,1,عدم سفارش,1,,0.0,0,,1,,,
1807,5292,63,1,کسري کالا,1,,0.0,0,,1,,,
1808,5293,49,1,کالا استفاده شده باشد,1,,0.0,0,,1,,,
1809,5294,49,1,کالا پشت ويترين گذاشته شده,1,,0.0,0,,1,,,
1810,5295,49,1,گارانتي مهر شده,1,,0.0,0,,1,مجتبي,13860323,01:59:01
1811,5296,49,1,بسته بندي اوليه کامل تحويل نشده,1,,0.0,0,,1,مجتبي,13860323,01:58:01
1812,5297,49,1,کسر بودن قطعه,1,,0.0,0,,1,,,
1813,5298,49,1,نداشتن نامه مهر شده سرويسکار,1,,0.0,0,,1,,,
1814,5299,60,1,چک برگشتي,1,,0.0,0,,1,,,
1815,5300,60,1,اعلام مرجوعي هاي غير متعارف,1,,0.0,0,,1,,,
1816,5301,60,1,اختلاف حساب,1,,0.0,0,,1,,,
1817,5302,60,1,زير کردن کالا,1,,0.0,0,,1,,,
1818,5303,60,1,بد سفارش دادن,1,,0.0,0,,1,,,
1819,5304,60,1,عمل نکردن به توافق صورت گرفته درمورد قيمت,1,,0.0,0,,1,,,
1820,5305,170,1,تسويه نکردن حساب قبلي,1,,0.0,0,,1,,,
1821,5306,62,1,خرابي بسته بندي,1,,0.0,0,,1,,,
1822,5307,62,1,عدم فروش کالا,1,,0.0,0,,1,,,
1823,5308,62,1,تسويه حساب مانده,1,,0.0,0,,1,,,
1824,5309,62,1,خط و خش,1,,0.0,0,,1,,,
1825,5310,62,1,شکستگي,1,,0.0,0,,1,,,
1826,5311,62,1,ايراد فني کل دستگاه,1,,0.0,0,,1,,,
1827,5312,62,1,ايراد فني قطعه,1,,0.0,0,,1,,,
1828,5313,62,1,قري,1,,0.0,0,,1,,,
1829,5314,62,1,عدم سفارش,1,,0.0,0,,1,,,
1830,5315,62,1,کسري قطعه,1,,0.0,0,,1,,,
1831,5316,25,1,آلمان,1,,0.0,0,,1,,,
1832,5317,25,1,کره جنوبي,1,,0.0,0,,1,,,
1833,5318,25,1,ترکيه,1,,0.0,0,,1,,,
1834,5319,25,1,آمريکا,1,,0.0,0,,1,,,
1835,5320,25,1,چين,1,,0.0,0,,1,,,
1836,5321,47,1,آلمان,1,,0.0,5316,,0,,,
1837,5322,23,1,آلمان,1,,0.0,5321,,0,,,
1838,5323,21,1,آلمان,1,,0.0,5322,,0,,,
1839,5324,1,1,آلمان,1,,0.0,5323,,0,,,
1840,5325,47,1,کره جنوبي,1,,0.0,5317,,0,,,
1841,5326,23,1,کره جنوبي,1,,0.0,5325,,0,,,
1842,5327,21,1,کره جنوبي,1,,0.0,5326,,0,,,
1843,5328,1,1,کره جنوبي,1,,0.0,5327,,0,,,
1844,5329,47,1,ترکيه,1,,0.0,5318,,0,,,
1845,5330,23,1,ترکيه,1,,0.0,5329,,0,,,
1846,5331,21,1,ترکيه,1,,0.0,5330,,0,,,
1847,5332,1,1,ترکيه,1,,0.0,5331,,0,,,
1848,5333,47,1,آمريکا,1,,0.0,5319,,0,,,
1849,5334,23,1,آمريکا,1,,0.0,5333,,0,,,
1850,5335,21,1,آمريکا,1,,0.0,5334,,0,,,
1851,5336,1,1,آمريکا,1,,0.0,5335,,0,,,
1852,5337,47,1,چين,1,,0.0,5320,,0,,,
1853,5338,23,1,چين,1,,0.0,5337,,0,,,
1854,5339,21,1,چين,1,,0.0,5338,,0,,,
1855,5340,1,1,چين,1,,0.0,5339,,0,,,
1856,5341,25,1,امارات,1,,0.0,0,,1,,,
1857,5342,47,1,امارات,1,,0.0,5341,,0,,,
1858,5343,23,1,امارات,1,,0.0,5342,,0,,,
1859,5344,21,1,امارات,1,,0.0,5343,,0,,,
1860,5345,1,1,امارات,1,,0.0,5344,,0,,,
1861,5346,25,1,اسپانيا,1,,0.0,0,,1,,,
1862,5347,47,1,اسپانيا,1,,0.0,5346,,0,,,
1863,5348,23,1,اسپانيا,1,,0.0,5347,,0,,,
1864,5349,21,1,اسپانيا,1,,0.0,5348,,0,,,
1865,5350,1,1,اسپانيا,1,,0.0,5349,,0,,,
1866,5351,25,1,ژاپن,1,,0.0,0,,1,,,
1867,5352,47,1,ژاپن,1,,0.0,5351,,0,,,
1868,5353,23,1,ژاپن,1,,0.0,5352,,0,,,
1869,5354,21,1,ژاپن,1,,0.0,5353,,0,,,
1870,5355,1,1,ژاپن,1,,0.0,5354,,0,,,
1871,5369,21,1,قائم شهر,1,,0.0,1386,,0,,,
1872,5370,1,1,قائم شهر,1,,0.0,5369,,0,,,
1873,5371,21,1,بندرگز,1,,0.0,1225,,0,,,
1874,5373,21,1,شاهرود,1,,0.0,1347,,0,,,
1875,5374,1,1,شاهرود,1,,0.0,5373,,0,,,
1876,5375,1,1,بندرگز,1,,0.0,5371,,0,,,
1877,5376,21,1,فرديس,1,,0.0,1403,,0,,,
1878,5377,1,1,فرديس,1,,0.0,5376,,0,,,
1879,5378,21,1,محمودآباد,1,,0.0,1458,,0,,,
1880,5379,1,1,محمودآباد,1,,0.0,5378,,0,,,
1881,5380,21,1,بندر گناوه,1,,0.0,1226,,0,,,
1882,5381,21,1,گناوه,1,,0.0,1226,,0,,,
1883,5382,1,1,بندر گناوه,1,,0.0,5380,,0,,,
1884,5383,21,1,ساري,1,,0.0,1313,,0,,,
1885,5384,1,1,ساري,1,,0.0,5383,,0,,,
1886,5385,1,1,گناوه,1,,0.0,5381,,0,,,
1887,5386,21,1,تاکستان,1,,0.0,1243,,0,,,
1888,5387,1,1,تاکستان,1,,0.0,5386,,0,,,
1889,5389,6,1,موسسه مالي بنياد,1,,16.0,0,,1,,,
1890,5390,6,1,قوامين,1,,17.0,0,,1,,,
1891,5391,170,1,عدم درخواست مشتري,1,,0.0,0,,1,,,
1892,5403,6,1,موسسه مولي الموحدين,1,,18.0,0,,1,افتخاري,13860805,06:01:01
1893,5404,94,0,علتهای برگشت سند از مالی,1,,0.0,0,0,0,,,
1894,5405,94,1,سرفصل حسابها اصلاح گردد,1,,0.0,0,0,0,,,
1895,5406,94,1,ضمائم سند ناقص است,1,,0.0,0,0,0,,,
1896,5407,94,1,درخواست وجه صادر گردد,1,,0.0,0,0,0,,,
1897,5408,94,1,پرینت سند پیوست گردد,1,,0.0,0,0,0,,,
1898,5409,94,1,مبلغ سند اصلاح گردد,1,,0.0,0,0,0,,,
1899,5410,94,1,سند  حذف گردد,1,,0.0,0,0,0,,,
1900,5411,94,1,با هماهنگی اصلاح گردد,1,,0.0,0,0,0,,,
1901,5412,94,1,تاریخ سند اصلاح گردد,1,,0.0,0,0,0,,,
1902,5416,21,1,سقز,1,,0.0,1333,,0,,,
1903,5417,1,1,سقز,1,,0.0,5416,,0,,,
1904,5418,49,1,لکه داشتن,1,,0.0,0,,1,,,
1905,5419,49,1,بالا بودن قيمت,1,,0.0,0,,1,,,
1906,5420,49,1,اشتباه در رنگ,1,,0.0,0,,1,,,
1907,5421,49,1,شو روم دفتر مرکزي,1,,0.0,0,,1,,,
1908,5422,62,1,بالا بودن قيمت,1,,0.0,0,,1,,,
1909,5423,62,1,اشتباه در رنگ,1,,0.0,0,,1,,,
1910,5424,62,1,شو روم دفتر مرکزي,1,,0.0,0,,1,,,
1911,5425,62,1,لکه داشتن,1,,0.0,0,,1,,,
1912,5426,63,1,بالا بودن قيمت,1,,0.0,0,,1,,,
1913,5430,63,1,اختلاف بين نقدو سند,1,,0.0,0,,1,,,
1914,5431,62,1,اختلاف بين نقد وسند,1,,0.0,0,,1,,,
1915,5432,21,1,خمين,1,,0.0,1271,,0,,,
1916,5433,1,1,خمين,1,,0.0,5432,,0,,,
1917,5439,23,1,اليگودرز,1,,0.0,530,,0,,,
1918,5440,21,1,اليگودرز,1,,0.0,5439,,0,,,
1919,5441,1,1,اليگودرز,1,,0.0,5440,,0,,,
1920,5443,21,1,رفسنجان,1,,0.0,1300,,0,,,
1921,5444,1,1,رفسنجان,1,,0.0,5443,,0,,,
1922,5448,21,1,ايذه,1,,0.0,1158,,0,,,
1923,5449,1,1,ايذه,1,,0.0,5448,,0,,,
1924,5452,23,1,ايذه,1,,0.0,516,,0,,,
1925,5453,21,1,(ايذه),1,,0.0,5452,,0,,,
1926,5454,1,1,محله ايذه,1,,0.0,5453,,0,افتخاري,13860918,04:04:01
1927,5456,6,1,توسعه صادرات,1,,19.0,0,,1,,,
1928,5457,6,1,سرمايه,1,,20.0,0,,1,,,
1929,5458,21,1,اراک,1,,0.0,1164,,0,,,
1930,5459,1,1,اراک,1,,0.0,5458,,0,,,
1931,5460,52,1,اعتبارات,1,,0.0,0,,1,,,
1932,5461,27,1,شيعه,1,,0.0,0,,1,,,
1933,5462,63,1,تعويض,1,,0.0,0,,1,,,
1934,5463,62,1,تعويض,1,,0.0,0,,1,,,
1935,5464,62,1,کارکرده,1,,0.0,0,,1,,,
1936,5471,6,1,صنعت و معدن,1,,21.0,0,,1,,,
1937,5472,21,1,گچساران,1,,0.0,1525,,0,,,
1938,5473,1,1,گچساران,1,,0.0,5472,,0,,,
1939,5487,6,1,صندوق تعاون,1,,22.0,0,,1,,,
1940,5488,151,1,چک نقد,1,,3.0,0,,0,,,
1941,5490,63,1,برگشت جايزه,1,,0.0,0,,1,,,
1942,5491,49,1,برگشت جايزه,1,,0.0,0,,1,,,
1943,5492,62,1,برگشت جايزه,1,,0.0,0,,1,,,
1944,5495,1,1,اصفهان,1,,0.0,5149,,0,,,
1945,5498,6,1,انصار المجاهدين,1,,23.0,0,,1,,,
1946,5524,21,1,بابل,1,,0.0,1193,,0,,,
1947,5525,1,1,بابل,1,,0.0,5524,,0,,,
1948,5529,100,0,شعبه های دارایی,1,,0.0,0,,0,,,
1949,5530,100,1,شعبه 1,0,,0.0,0,,0,,,
1950,5539,153,1,فروشنده,1,,0.0,0,,1,,,
1951,5540,100,1,شعبه 2,1,,0.0,0,,1,,,
1952,5544,23,1,رباط,1,,0.0,474,,0,,,
1953,5546,21,1,گلستان,1,,0.0,1608,,0,,,
1954,5553,153,1,انباردار,1,,0.0,0,,1,,,
1955,5555,25,1,لیبی,1,,0.0,0,,1,,,
1956,5562,150,1,سوپرمارکت,1,,0.0,0,,0,,,
1957,5563,221,0,گواهینامه,0,,0.0,0,,0,,,
1958,5564,221,1,ندارد,1,,0.0,0,,0,,,
1959,5565,221,1,پایه 1,1,,0.0,0,,0,,,
1960,5566,221,1,پایه 2,1,,0.0,0,,0,,,
1961,5567,221,1,موتور,1,,0.0,0,,0,,,
1962,5569,222,0,معافیت,0,,0.0,0,,0,,,
1963,5570,222,1,پزشکی,1,,0.0,0,,0,,,
1964,5571,222,1,کفالت,1,,0.0,0,,0,,,
1965,5572,222,1,نظامی,1,,0.0,0,,0,,,
1966,5573,153,1,مدير عامل,1,,0.0,0,,1,,,
1967,5589,6,1,دي,1,,24.0,0,,1,,,
1968,5591,47,1,ليبي,1,,0.0,5555,,0,,,
1969,5616,21,1,فردوسيه,1,,0.0,1373,,0,,,
1970,5617,1,1,فردوسيه,1,,0.0,5616,,0,,,
1971,5618,21,1,فشم,1,,0.0,1379,,0,,,
1972,5619,1,1,فشم,1,,0.0,5618,,0,,,
1973,5620,21,1,فيروزکوه,1,,0.0,1383,,0,,,
1974,5621,1,1,فيروزکوه,1,,0.0,5620,,0,,,
1975,5622,21,1,پيشوا,1,,0.0,1518,,0,,,
1976,5623,1,1,پيشوا,1,,0.0,5622,,0,,,
1977,5624,21,1,طالقان,1,,0.0,1562,,0,,,
1978,5625,1,1,طالقان,1,,0.0,5624,,0,,,
1979,5626,21,1,باقرشهر,1,,0.0,1592,,0,,,
1980,5627,1,1,باقرشهر,1,,0.0,5626,,0,,,
1981,5628,1,1,گلستان,1,,0.0,5546,,0,,,
1982,5629,21,1,آبسرد,1,,0.0,1621,,0,,,
1983,5630,1,1,آبسرد,1,,0.0,5629,,0,,,
1984,5631,21,1,شهر ري,1,,0.0,4687,,0,,,
1985,5632,1,1,شهر ري,1,,0.0,5631,,0,,,
1986,5633,21,1,رباط,1,,0.0,5544,,0,,,
1987,5634,1,1,رباط,1,,0.0,5633,,0,,,
1988,5635,1,1,رودهن,1,,0.0,4760,,0,,,
1989,5637,6,1,تات,1,,25.0,0,,1,,,
1990,5638,6,1,شهر,1,,26.0,0,,1,,,
1991,5675,21,1,مرکز,1,,0.0,1149,,0,,,
1992,5676,1,1,سي و سه پل,1,,0.0,5675,,0,,,
1993,5677,36,1,منطقه 20,1,,0.0,0,,1,,,
1994,5684,21,1,منطقه 1,1,,0.0,1245,,0,,,
1995,5685,21,1,منطقه 2,1,,0.0,1245,,0,,,
1996,5686,1,1,خيابان آبرسان,1,,0.0,5684,,0,,,
1997,5687,1,1,خيابان 2,1,,0.0,5685,,0,,,
1998,5688,151,1,کارت خوان,1,,6.0,0,,0,,,
1999,6899,333,0,شرح خزانه,1,,0.0,0,,0,,,
2000,14039,333,1,تست,1,,0.0,0,,0,,,
2001,15229,6,1,سینا,1, ,27.0,0, ,1, , , 
2002,16419,6,1,توسعه تعاون,1, ,28.0,0, ,1, , , 
2003,17609,6,1,مهر,1, ,29.0,0, ,1, , , 
2004,18799,6,1,تجارت سپهر,1, ,30.0,0, ,1, , , 
2005,19989,1,1,مسير کرج,1,,0.0,5376,,0,,,
2006,21179,21,1,مسير کرج,1,,0.0,1403,,0,,,
2007,22369,21,1,مسير کرج,1,,0.0,1403,,0,,,
2008,23559,21,1,مسير کرج,1,,0.0,1403,,0,,,
2009,24749,21,1,مسير کرج,1,,0.0,1403,,0,,,
2010,25939,21,1,مسيرکرج,1,,0.0,1403,,0,,,
2011,27129,21,1,مسير11,1,,0.0,1403,,0,,,
2012,28319,21,1,مسير کرج,1,,0.0,1403,,0,,,
2013,30699,153,1,نگهبان,1,,0.0,0,,1,,,
2014,31889,6,1,بانک مهر,1,,0.0,0,,1,,,
2015,33079,6,1,ايران,1,irN,0.0,0,,1,,,
2016,36649,73,0,نوع تسویه,0,,0.0,0,,0,,,
2017,37839,73,1,تحصیلداری,1,,0.0,0,,0,,,
2018,40219,73,1,نقد پای فاکتور,1,,0.0,0,,0,,,
2019,41409,73,1,تسویه پای فاکتور,1,,0.0,0,,0,,,
2020,43789,67,1,شعبه مرکزي کرمانشاه,1,,0.0,0,,1,,,
2021,44979,21,1,اسلام آباد غرب (جنوب),1,,0.0,1175,,0,,,
2022,46169,21,1,اسلام آباد غرب (غرب),1,,0.0,1175,,0,,,
2023,47359,21,1,اسلام آباد غرب (شرق),1,,0.0,1175,,0,,,
2024,48549,1,1,خ ش دلدار، کوچه جوادي، پ 22,1,,0.0,5241,,0,,,
2025,49739,1,1,خ طالقاني، خ ش دستغيب، پ 51,1,,0.0,44979,,0,,,
2026,50929,1,1,خ ميرزاي شيرازي، پ 30,1,,0.0,44979,,0,,,
2027,52119,1,1,بلوار شهدا، خ سينا، پ 2,1,,0.0,46169,,0,,,
2028,53309,1,1,خ ش شيرودي، گلايول 7، پ 12,1,,0.0,47359,,0,,,
2029,54499,1,1,ميدان شهدا، خ انقلاب، خ ش داوري، پ 83,1,,0.0,47359,,0,,,
2030,55689,6,1,ملي مشهد,1,mbi mashhad,0.0,0,,1,,,
2031,59259,67,1,شعبه مرکزي مشهد,1,,0.0,0,,1,,,
2032,60449,21,1,منطقه 2,1,,0.0,1466,,0,,,
2033,61639,21,1,منطقه 3,1,,0.0,1466,,0,,,
2034,62829,21,1,منطقه 4,1,,0.0,1466,,0,,,
2035,64019,21,1,منطقه 11,1,,0.0,1466,,0,,,
2036,65209,1,1,محله 1,1,,0.0,64019,,0,,,
2037,66399,1,1,محله2,1,,0.0,64019,,0,,,
2038,67589,1,1,محله3,1,,0.0,64019,,0,,,
2039,68779,1,1,محله 4,1,,0.0,64019,,0,,,
2040,87819,21,1,چهاردانگه,1,,0.0,1176,,0,,,
2041,89009,1,1,چهاردانگه,1,,0.0,5138,,0,,,
2042,90199,1,1,بازار,1,,0.0,5138,,0,,,
2043,105669,36,1,تهران بزرگ,1,,0.0,0,,1,,,
2044,113999,290,0,علت عدم تایید سفارش مراکز,1,,0.0,0,,0,,,
2045,115189,290,1,موجودي لازم,1,,0.0,0,,1,,,
2046,116379,500,0,علت عدم تایید وام,1,,0.0,0,,0,,,
2047,117569,500,1,عدم امکان پرداخت,1,,0.0,0,,1,,,
2048,118759,501,0,علت عدم تایید سفارش,1,,0.0,0,,0,,,
2049,119949,501,1,علت 1,1,,0.0,0,,1,,,
2050,121139,502,0,علتهای عدم تایید حکم حقوقی,1,,0.0,0,,0,,,
2051,122329,502,1,علت 1,1,,0.0,0,,1,,,
2052,123519,47,1,شهر جديد,1,,0.0,453,,0,,,
2053,124709,23,1,بب,1,,0.0,123519,,0,,,
2054,125899,21,1,1,1,,0.0,124709,,0,,,
2055,127089,21,1,2,1,,0.0,124709,,0,,,
2056,128279,21,1,3,1,,0.0,124709,,0,,,
2057,129469,1,1,اول,1,,0.0,125899,,0,,,
2058,130659,1,1,دوم,1,,0.0,125899,,0,,,
2059,131849,66,1,ترابري,1,,0.0,0,,1,,,
2060,133039,27,1,سني,1,,0.0,0,,1,,,
2061,135419,47,1,البرز,1,,0.0,453,,0,,,
2062,140179,21,1,منطقه 1,1,,0.0,1148,,0,,,
2063,141369,21,1,منطقه 2,1,,0.0,1148,,0,,,
2064,142559,21,1,منطقه 3,1,,0.0,1148,,0,,,
2065,143749,21,1,منطقه 4,1,,0.0,1148,,0,,,
2066,144939,21,1,منطقه 5,1,,0.0,1148,,0,,,
2067,146129,21,1,منطقه 6,1,,0.0,1148,,0,,,
2068,147319,21,1,منطقه 7,1,,0.0,1148,,0,,,
2069,148509,21,1,منطقه 8,1,,0.0,1148,,0,,,
2070,149699,21,1,منطقه 9,1,,0.0,1148,,0,,,
2071,150889,21,1,منطقه 10,1,,0.0,1148,,0,,,
2072,152079,21,1,منطقه 11,1,,0.0,1148,,0,,,
2073,153269,21,1,منطقه 12,1,,0.0,1148,,0,,,
2074,154459,21,1,منطقه 13,1,,0.0,1148,,0,,,
2075,155649,21,1,منطقه 14,1,,0.0,1148,,0,,,
2076,156839,21,1,منطقه 15,1,,0.0,1148,,0,,,
2077,158029,21,1,منطقه 16,1,,0.0,1148,,0,,,
2078,159219,21,1,منطقه 17,1,,0.0,1148,,0,,,
2079,160409,21,1,منطقه 18,1,,0.0,1148,,0,,,
2080,161599,21,1,منطقه 19,1,,0.0,1148,,0,,,
2081,162789,21,1,منطقه 20,1,,0.0,1148,,0,,,
2082,163979,21,1,منطقه 21,1,,0.0,1148,,0,,,
2083,165169,21,1,منطقه 22,1,,0.0,1148,,0,,,
2084,166359,21,1,حومه,1,,0.0,1148,,0,,,
2085,202059,21,1,منطقه 1 کرج,1,,0.0,1403,,0,,,
2086,203249,21,1,منطقه 2 کرج,1,,0.0,1403,,0,,,
2087,204439,21,1,منطقه 3 کرج,1,,0.0,1403,,0,,,
2088,205629,21,1,منطقه 4 کرج,1,,0.0,1403,,0,,,
2089,206819,21,1,منطقه 5 کرج,1,,0.0,1403,,0,,,
2090,208009,21,1,منطقه 6 کرج,1,,0.0,1403,,0,,,
2091,209199,21,1,منطقه 7 کرج,1,,0.0,1403,,0,,,
2092,210389,21,1,منطقه 8 کرج,1,,0.0,1403,,0,,,
2093,211579,21,1,منطقه 9 کرج,1,,0.0,1403,,0,,,
2094,213959,1,1,مسير 1,1,,0.0,202059,,0,,,
2095,215149,1,1,مسير 1,1,,0.0,203249,,0,,,
2096,216339,1,1,مسير 1,1,,0.0,204439,,0,,,
2097,221099,1,1,مسير 1,1,,0.0,205629,,0,,,
2098,222289,1,1,مسير 1,1,,0.0,206819,,0,,,
2099,223479,1,1,مسير 1,1,,0.0,208009,,0,,,
2100,224669,1,1,مسير 1,1,,0.0,209199,,0,,,
2101,225859,1,1,مسير 1,1,,0.0,210389,,0,,,
2102,227049,1,1,مسير 1,1,,0.0,211579,,0,,,
2103,229429,21,1,حومه شرق کرج,1,,0.0,1403,,0,,,
2104,230619,21,1,حومه غرب کرج,1,,0.0,1403,,0,,,
2105,231809,1,1,ورد آورد _ شهريار,1,,0.0,229429,,0,,,
2106,232999,1,1,هشتگرد_ کمال شهر,1,,0.0,230619,,0,,,
2107,346049,1,1,مسير 2,1,,0.0,203249,,0,,,
2108,347239,1,1,مسير 3,1,,0.0,203249,,0,,,
2109,348429,1,1,مسير 4,1,,0.0,203249,,0,,,
2110,350809,1,1,مسير 2,1,,0.0,204439,,0,,,
2111,351999,1,1,مسير 3,1,,0.0,204439,,0,,,
2112,353189,1,1,مسير 4 فاز (1، 2 ) انديشه,1,,0.0,204439,,0,,,
2113,354379,1,1,مسير 5 _ فاز ( 3 ، 4 ، 5 ) انديشه,1,,0.0,204439,,0,,,
2114,355569,1,1,مسير 6,1,,0.0,204439,,0,,,
2115,356759,1,1,مسير 7,1,,0.0,204439,,0,,,
2116,357949,1,1,مسير 2,1,,0.0,205629,,0,,,
2117,359139,1,1,مسير 3,1,,0.0,205629,,0,,,
2118,360329,1,1,مسير 4,1,,0.0,205629,,0,,,
2119,361519,1,1,مسير 5,1,,0.0,205629,,0,,,
2120,362709,1,1,مسير 2,1,,0.0,206819,,0,,,
2121,363899,1,1,مسير 3,1,,0.0,206819,,0,,,
2122,365089,1,1,مسير 4,1,,0.0,206819,,0,,,
