,Code,CodeAsli,CodeFarei,Sharh,Dideh,SharhLatin,MeghdarAdadi,CodeLink,NameEnum,GHeader,UserName,Tarikh,Saat
2123,366279,1,1,مسير 5,1,,0.0,206819,,0,,,
2124,367469,1,1,مسير 2,1,,0.0,208009,,0,,,
2125,368659,1,1,مسير 3,1,,0.0,208009,,0,,,
2126,369849,1,1,مسير 4,1,,0.0,208009,,0,,,
2127,371039,1,1,مسير 5,1,,0.0,208009,,0,,,
2128,372229,1,1,مسير 2,1,,0.0,209199,,0,,,
2129,373419,1,1,مسير 3,1,,0.0,209199,,0,,,
2130,374609,1,1,مسير 4,1,,0.0,209199,,0,,,
2131,375799,1,1,مسير 2,1,,0.0,210389,,0,,,
2132,376989,1,1,مسير 3,1,,0.0,210389,,0,,,
2133,378179,1,1,مسير 4,1,,0.0,210389,,0,,,
2134,379369,1,1,مسير 5,1,,0.0,210389,,0,,,
2135,380559,1,1,مسير 2,1,,0.0,211579,,0,,,
2136,381749,1,1,مسير 3,1,,0.0,211579,,0,,,
2137,382939,1,1,مسير 4,1,,0.0,211579,,0,,,
2138,384129,1,1,مسير 5,1,,0.0,211579,,0,,,
2139,385319,62,1,عدم وجه نقد,1,,0.0,0,,1,,,
2140,386509,62,1,بسته بودن مغازه,1,,0.0,0,,1,,,
2141,387699,6,1,صندوق ذخيره قائم,1,,0.0,0,,1,,,
2142,388889,63,1,اشتباه اپراتور,1,,0.0,0,,1,,,
2143,390079,36,1,کرج,1,,0.0,0,,1,,,
2144,398409,36,1,منطقه 1 کرج,1,,0.0,0,,1,,,
2145,399599,36,1,منطقه 2 کرج,1,,0.0,0,,1,,,
2146,403170,11,1,درهم,1,,0.0,0,,1,,,
2147,403180,50,1,شيرينگ,1,,0.0,0,,1,,,
2148,403181,21,1,منطقه 1,1,,0.0,1315,,0,,,
2149,403182,21,1,منطقه 2,1,,0.0,1315,,0,,,
2150,403183,1,1,مطهري,1,,0.0,403181,,0,,,
2151,403184,1,1,شريعتي,1,,0.0,403181,,0,,,
2152,403185,50,1,گرم,1,,0.0,0,,1,,,
2153,403187,99,0,علتهای پیگیری در آنالیز مشتریان,1,,0.0,0,,0,,,
2154,403188,99,1,عدم پاسخ,1,,0.0,0,,1,,,
2155,403189,333,1,چک واگذاري به شماره حساب,1,,0.0,0,,1,,,
2156,403190,333,1,اسناد,1,,0.0,0,,1,,,
2157,403191,62,1,تاريخ انقضاء گذشته,1,,0.0,0,,1,,,
2158,403192,63,1,تاريخ انقضاء گذشته,1,,0.0,0,,1,,,
2159,403194,47,1,خراسان رضوي,1,,0.0,453,,0,,,
2160,403200,34,1,علوم انساني,1,,0.0,0,,1,,,
2161,404195,23,1,شاهين شهر1,1,,0.0,505,,0,,,
2162,406196,999,0,فروشنده - تامین کننده,1,,0.0,0,,0,,,
2163,406197,999,1,شرکت پيروز تجارت ماهان,1,,0.0,0,,1,,,
2164,406198,999,1,شرکت فراروند داده ها,1,,0.0,0,,1,,,
2165,407198,888,0,علت تغییر تعداد کالا در پیش فاکتور غیر قطعی,1,,0.0,0,,0,,,
2166,407199,888,1,تغيير طعم,1,,0.0,0,,1,,,
2167,407200,888,1,اشتباه در سفارش,1,,0.0,0,,1,,,
2168,407201,888,1,انصراف مشتري,1,,0.0,0,,1,,,
2169,407203,13,1,اعلامیه بستانکار,1, ,0.0,0, ,0, , , 
2170,407208,25,1,آنگولا,1,angoola,0.0,0,,1,,,
2171,408223,200,1,لبنيات,1,,0.0,0,,1,,,
2172,408224,201,1,دوغ,1,,0.0,408223,,0,,,
2173,408225,201,1,شير,1,,0.0,408223,,0,,,
2174,408231,200,1,ادويه,1,,0.0,0,,1,,,
2175,408232,200,1,حبوبات,1,,0.0,0,,1,,,
2176,408233,200,1,غلات,1,,0.0,0,,1,,,
2177,408234,200,1,نبات,1,,0.0,0,,1,,,
2178,408235,200,1,عسل,1,,0.0,0,,1,,,
2179,408236,200,1,دانه روغني,1,,0.0,0,,1,,,
2180,408237,200,1,سس,1,,0.0,0,,1,,,
2181,408238,200,1,نوشيدني,1,,0.0,0,,1,,,
2182,408239,200,1,پروتئيني,1,,0.0,0,,1,,,
2183,408241,200,1,متفرقه,1,,0.0,0,,1,,,
2184,408242,201,1,کره,1,,0.0,408223,,0,,,
2185,408243,201,1,پنير,1,,0.0,408223,,0,,,
2186,408244,201,1,ماست,1,,0.0,408223,,0,,,
2187,408245,201,1,پنير پيتزا,1,,0.0,408223,,0,,,
2188,408246,201,1,خامه,1,,0.0,408223,,0,,,
2189,408247,201,1,کشک,1,,0.0,408223,,0,,,
2190,408248,202,1,نعنا,1,,0.0,408224,,0,,,
2191,408249,202,1,پونه,1,,0.0,408224,,0,,,
2192,408250,202,1,موسير,1,,0.0,408224,,0,,,
2193,408251,202,1,خيار,1,,0.0,408224,,0,,,
2194,408252,202,1,ترش,1,,0.0,408224,,0,,,
2195,408253,202,1,ساده,1,,0.0,408224,,0,,,
2196,408254,203,1,دوغ 250سي سي بطري,1,,0.0,408253,,0,,,
2197,408255,203,1,دوغ 250سي سي ليواني,1,,0.0,408253,,0,,,
2198,408256,203,1,دوغ 900سي سي نايلوني,1,,0.0,408253,,0,,,
2199,408257,203,1,دوغ 1 ليتري بطري,1,,0.0,408253,,0,,,
2200,408258,203,1,دوغ 1.5 ليتري بطري,1,,0.0,408253,,0,,,
2201,408259,203,1,دوغ 2.5 ليتري کوزه,1,,0.0,408253,,0,,,
2202,408260,203,1,دوغ 4 ليتري بطري,1,,0.0,408253,,0,,,
2203,408262,202,1,خامه اي,1,,0.0,408243,,0,,,
2204,408263,202,1,يو اف,1,,0.0,408243,,0,,,
2205,408264,202,1,ليقوان,1,,0.0,408243,,0,,,
2206,408265,202,1,فتا,1,,0.0,408243,,0,,,
2207,408276,23,1,کرج,1,,0.0,135419,,0,,,
2208,408277,202,1,پونه و نعنا,1,,0.0,408224,,0,,,
2209,408278,203,1,دوغ 250سي سي بطري,1,,0.0,408277,,0,,,
2210,408279,203,1,دوغ 250سي سي ليواني,1,,0.0,408277,,0,,,
2211,408280,203,1,دوغ 900سي سي نايلوني,1,,0.0,408277,,0,,,
2212,408282,203,1,دوغ 1 ليتري بطري,1,,0.0,408277,,0,,,
2213,408283,202,1,خيار و سير,1,,0.0,408224,,0,,,
2214,408284,203,1,دوغ 250سي سي بطري,1,,0.0,408248,,0,,,
2215,408285,203,1,دوغ 250سي سي ليواني,1,,0.0,408248,,0,,,
2216,408286,203,1,دوغ 900سي سي نايلوني,1,,0.0,408248,,0,,,
2217,408287,203,1,دوغ 1 ليتري بطري,1,,0.0,408248,,0,,,
2218,408288,203,1,دوغ 1.5 ليتري بطري,1,,0.0,408248,,0,,,
2219,408289,203,1,دوغ 2.5 ليتري کوزه,1,,0.0,408248,,0,,,
2220,408290,203,1,دوغ 4 ليتري بطري,1,,0.0,408248,,0,,,
2221,408291,50,1,ليوان,1,,0.0,0,,1,,,
2222,408292,152,1,خرده فروش,1,,0.0,0,,1,,,
2223,408293,202,1,حيواني,1,,0.0,408242,,0,,,
2224,408294,202,1,گياهي,1,,0.0,408242,,0,,,
2225,408295,203,1,10 گرمي,1,,0.0,408293,,0,,,
2226,408296,203,1,15 گرمي,1,,0.0,408293,,0,,,
2227,408297,203,1,25 گرمي,1,,0.0,408293,,0,,,
2228,408298,203,1,50 گرمي,1,,0.0,408293,,0,,,
2229,408299,203,1,100 گرمي,1,,0.0,408293,,0,,,
2230,408300,203,1,10 گرمي,1,,0.0,408294,,0,,,
2231,408301,203,1,15 گرمي,1,,0.0,408294,,0,,,
2232,408302,203,1,25 گرمي,1,,0.0,408294,,0,,,
2233,408303,203,1,50 گرمي,1,,0.0,408294,,0,,,
2234,408304,203,1,100 گرمي,1,,0.0,408294,,0,,,
2235,408305,50,1,قالب,1,,0.0,0,,1,,,
2236,408306,203,1,دوغ 250سي سي بطري,1,,0.0,408249,,0,,,
2237,408307,203,1,دوغ 250سي سي ليواني,1,,0.0,408249,,0,,,
2238,408308,203,1,دوغ 900سي سي نايلوني,1,,0.0,408249,,0,,,
2239,408309,203,1,دوغ 1 ليتري بطري,1,,0.0,408249,,0,,,
2240,408310,203,1,دوغ 1.5 ليتري بطري,1,,0.0,408249,,0,,,
2241,408311,203,1,دوغ 250سي سي بطري,1,,0.0,408250,,0,,,
2242,408312,203,1,دوغ 250سي سي ليواني,1,,0.0,408250,,0,,,
2243,408313,203,1,دوغ 900سي سي نايلوني,1,,0.0,408250,,0,,,
2244,408314,203,1,دوغ 1 ليتري بطري,1,,0.0,408250,,0,,,
2245,408315,203,1,دوغ 1.5 ليتري بطري,1,,0.0,408250,,0,,,
2246,408316,203,1,دوغ 250سي سي بطري,1,,0.0,408252,,0,,,
2247,408317,203,1,دوغ 250سي سي ليواني,1,,0.0,408252,,0,,,
2248,408318,203,1,دوغ 900سي سي نايلوني,1,,0.0,408252,,0,,,
2249,408319,203,1,دوغ 1 ليتري بطري,1,,0.0,408252,,0,,,
2250,408320,203,1,دوغ 1.5 ليتري بطري,1,,0.0,408252,,0,,,
2251,408321,202,1,فله,1,,0.0,408244,,0,,,
2252,408322,202,1,ساده,1,,0.0,408244,,0,,,
2253,408323,202,1,خامه اي,1,,0.0,408244,,0,,,
2254,408324,202,1,همزده,1,,0.0,408244,,0,,,
2255,408325,202,1,موسير,1,,0.0,408244,,0,,,
2256,408326,202,1,چکيده,1,,0.0,408244,,0,,,
2257,408327,203,1,کم چرب,1,,0.0,408322,,0,,,
2258,408328,203,1,پر چرب,1,,0.0,408322,,0,,,
2259,408329,204,1,100 گرم ليواني,1,,0.0,408327,,0,,,
2260,408330,204,1,500 گرم ليواني,1,,0.0,408327,,0,,,
2261,408331,204,1,700 گرم ليواني,1,,0.0,408327,,0,,,
2262,408332,204,1,1400 گرم سطلي,1,,0.0,408327,,0,,,
2263,408333,204,1,2300 گرم دبه,1,,0.0,408327,,0,,,
2264,408334,204,1,فله,1,,0.0,408327,,0,,,
2265,408335,204,1,100 گرم ليواني,1,,0.0,408328,,0,,,
2266,408336,204,1,500 گرم ليواني,1,,0.0,408328,,0,,,
2267,408337,204,1,900 گرم ليواني,1,,0.0,408328,,0,,,
2268,408338,204,1,1400 گرم سطلي,1,,0.0,408328,,0,,,
2269,408339,204,1,2300 گرم سطلي,1,,0.0,408328,,0,,,
2270,408340,204,1,2300 گرم دبه,1,,0.0,408328,,0,,,
2271,408341,204,1,فله,1,,0.0,408328,,0,,,
2272,408342,203,1,8%,1,,0.0,408323,,0,,,
2273,408343,203,1,12%,1,,0.0,408323,,0,,,
2274,408344,204,1,2300 گرم دبه,1,,0.0,408342,,0,,,
2275,408345,203,1,900 گرم ليواني,1,,0.0,408324,,0,,,
2276,408346,203,1,1400 گرم سطلي,1,,0.0,408324,,0,,,
2277,408347,203,1,2200 گرم دبه,1,,0.0,408324,,0,,,
2278,408348,203,1,100 گرم ليواني,1,,0.0,408325,,0,,,
2279,408349,203,1,250 گرم ليواني,1,,0.0,408325,,0,,,
2280,408350,203,1,500 گرم ليواني,1,,0.0,408325,,0,,,
2281,408351,203,1,1400 گرم سطلي,1,,0.0,408325,,0,,,
2282,408352,203,1,2000 گرم دبه,1,,0.0,408325,,0,,,
2283,408353,203,1,فله,1,,0.0,408325,,0,,,
2284,408354,203,1,400 گرم,1,,0.0,408263,,0,,,
2285,408355,202,1,گوسفندي,1,,0.0,408247,,0,,,
2286,408356,202,1,گاوي,1,,0.0,408247,,0,,,
2287,408357,203,1,250 گرم,1,,0.0,408355,,0,,,
2288,408358,203,1,380 گرم,1,,0.0,408355,,0,,,
2289,408359,203,1,250 گرم,1,,0.0,408356,,0,,,
2290,408360,203,1,380 گرم,1,,0.0,408356,,0,,,
2291,408364,50,1,سطل,1,,0.0,0,,1,,,
2292,408365,50,1,دبه,1,,0.0,0,,1,,,
2293,408366,50,1,حلب,1,,0.0,0,,1,,,
2294,408367,50,1,کاپ,1,,0.0,0,,1,,,
2295,408368,203,1,100 گرم,1,,0.0,408262,,0,,,
2296,408369,203,1,100 گرم,1,,0.0,408263,,0,,,
2297,408370,203,1,حلب 13 کيلو,1,,0.0,408263,,0,,,
2298,408371,203,1,200 گرم,1,,0.0,408265,,0,,,
2299,408372,203,1,250 گرم,1,,0.0,408265,,0,,,
2300,408373,203,1,300 گرم,1,,0.0,408265,,0,,,
2301,408374,203,1,400 گرم,1,,0.0,408265,,0,,,
2302,408375,203,1,200 گرم,1,,0.0,408264,,0,,,
2303,408376,203,1,400 گرم,1,,0.0,408264,,0,,,
2304,408377,203,1,800 گرم,1,,0.0,408264,,0,,,
2305,408378,203,1,حلب 13 کيلو,1,,0.0,408264,,0,,,
2306,408379,203,1,500 گرم,1,,0.0,408265,,0,,,
2307,408396,202,1,پاستوريزه,1,,0.0,408225,,0,,,
2308,408397,203,1,ساده,1,,0.0,408396,,0,,,
2309,408398,203,1,طعم دار,1,,0.0,408396,,0,,,
2310,408399,204,1,200 گرم,1,,0.0,408397,,0,,,
2311,408400,204,1,200 گرم,1,,0.0,408398,,0,,,
2312,408401,202,1,استريل,1,,0.0,408246,,0,,,
2313,408402,202,1,پاستوريزه,1,,0.0,408246,,0,,,
2314,408403,203,1,ساده,1,,0.0,408401,,0,,,
2315,408404,203,1,طعم دار,1,,0.0,408401,,0,,,
2316,408405,204,1,100 گرم,1,,0.0,408403,,0,,,
2317,408406,204,1,100 گرم,1,,0.0,408404,,0,,,
2318,408407,203,1,ساده,1,,0.0,408402,,0,,,
2319,408408,203,1,طعم دار,1,,0.0,408402,,0,,,
2320,408409,204,1,100 گرم,1,,0.0,408407,,0,,,
2321,408410,204,1,200 گرم,1,,0.0,408407,,0,,,
2322,408411,204,1,100 گرم,1,,0.0,408408,,0,,,
2323,408412,204,1,200 گرم,1,,0.0,408408,,0,,,
2324,408413,201,1,بدون گاز,1,,0.0,408238,,0,,,
2325,408415,201,1,گاز دار,1,,0.0,408238,,0,,,
2326,408416,202,1,آب ميوه,1,,0.0,408413,,0,,,
2327,408417,203,1,هلو,1,,0.0,408416,,0,,,
2328,408418,203,1,پرتقال,1,,0.0,408416,,0,,,
2329,408419,203,1,انار,1,,0.0,408416,,0,,,
2330,408420,203,1,سيب,1,,0.0,408416,,0,,,
2331,408421,203,1,آلبالو,1,,0.0,408416,,0,,,
2332,408422,153,1,مدير انفورماتيک,1,,0.0,0,,1,,,
2333,408423,153,1,مدير برنامه ريزي,1,,0.0,0,,1,,,
2334,408424,153,1,فروشنده حضوري,1,,0.0,0,,1,,,
2335,408425,153,1,فروشنده تلفني,1,,0.0,0,,1,,,
2336,408426,153,1,پشتيبان,1,,0.0,0,,1,,,
2337,408427,152,1,عمده فروش,1,,0.0,0,,1,,,
2338,408428,152,1,ميادين تهران,1,,0.0,0,,1,,,
2339,408429,150,1,قنادي,1,,0.0,0,,1,,,
2340,408430,150,1,دکه,1,,0.0,0,,1,,,
2341,408431,152,1,ارگان,1,,0.0,0,,1,,,
2342,408432,152,1,فروشگاه زنجيره اي,1,,0.0,0,,1,,,
2343,408433,201,1,ساده,1,,0.0,408235,,0,,,
2344,408434,201,1,با موم,1,,0.0,408235,,0,,,
2345,408435,201,1,گرده گل,1,,0.0,408235,,0,,,
2346,408436,202,1,پروسس,1,,0.0,408243,,0,,,
2347,408437,152,1,نماينده,1,,0.0,0,,1,,,
2348,408438,150,1,ميادين تهران,1,,0.0,0,,1,,,
2349,408439,150,1,ميادين کرج,1,,0.0,0,,1,,,
2350,408440,201,1,روغن,1,,0.0,408236,,0,,,
2351,408442,6,1,کشاورزي - کوتاه مدت,1,,0.0,0,,1,,,
2352,408443,6,1,کشاورزي - جاري سه امضا,1,,0.0,0,,1,,,
2353,408444,63,1,بسته بودن مغازه,1,,0.0,0,,1,,,
2354,408445,63,1,عدم توزيع,1,,0.0,0,,1,,,
2355,408446,63,1,عدم وجود وجه نقد,1,,0.0,0,,1,,,
2356,408447,62,1,عدم توزيع,1,,0.0,0,,1,,,
2357,408448,63,1,تاخير در ارسال,1,,0.0,0,,1,,,
2358,408449,203,1,دوغ  1 ليتري نايلوني,1,,0.0,408253,,0,,,
2359,408450,203,1,دوغ 1.3 ليتري بطري,1,,0.0,408253,,0,,,
2360,408451,36,1,اسلامشهر,1,,0.0,0,,1,,,
2361,408476,1,1,محله 1,1,,0.0,140179,,0,,,
2362,408477,1,1,محله 2,1,,0.0,140179,,0,,,
2363,408478,1,1,محله 3,1,,0.0,140179,,0,,,
2364,408479,1,1,محله 4,1,,0.0,140179,,0,,,
2365,408480,1,1,محله 5,1,,0.0,140179,,0,,,
2366,408481,1,1,محله 6,1,,0.0,140179,,0,,,
2367,408482,1,1,محله 1,1,,0.0,141369,,0,,,
2368,408483,1,1,محله 2,1,,0.0,141369,,0,,,
2369,408484,1,1,محله 3,1,,0.0,141369,,0,,,
2370,408485,1,1,محله 4,1,,0.0,141369,,0,,,
2371,408486,1,1,محله 5,1,,0.0,141369,,0,,,
2372,408487,1,1,محله 6,1,,0.0,141369,,0,,,
2373,408488,1,1,محله 1,1,,0.0,142559,,0,,,
2374,408489,1,1,محله 2,1,,0.0,142559,,0,,,
2375,408490,1,1,محله 3,1,,0.0,142559,,0,,,
2376,408491,1,1,محله 4,1,,0.0,142559,,0,,,
2377,408492,1,1,محله 5,1,,0.0,142559,,0,,,
2378,408493,1,1,محله 6,1,,0.0,142559,,0,,,
2379,408494,1,1,محله 1,1,,0.0,143749,,0,,,
2380,408495,1,1,محله 2,1,,0.0,143749,,0,,,
2381,408496,1,1,محله 3,1,,0.0,143749,,0,,,
2382,408497,1,1,محله 4,1,,0.0,143749,,0,,,
2383,408498,1,1,محله 5,1,,0.0,143749,,0,,,
2384,408499,1,1,محله 6,1,,0.0,143749,,0,,,
2385,408500,1,1,محله 1,1,,0.0,144939,,0,,,
2386,408501,1,1,محله 2,1,,0.0,144939,,0,,,
2387,408502,1,1,محله 3,1,,0.0,144939,,0,,,
2388,408503,1,1,محله 4,1,,0.0,144939,,0,,,
2389,408504,1,1,محله 5,1,,0.0,144939,,0,,,
2390,408505,1,1,محله 6,1,,0.0,144939,,0,,,
2391,408506,1,1,محله 1,1,,0.0,146129,,0,,,
2392,408507,1,1,محله 2,1,,0.0,146129,,0,,,
2393,408508,1,1,محله 3,1,,0.0,146129,,0,,,
2394,408509,1,1,محله 4,1,,0.0,146129,,0,,,
2395,408510,1,1,محله 5,1,,0.0,146129,,0,,,
2396,408511,1,1,محله 6,1,,0.0,146129,,0,,,
2397,408512,1,1,محله 1,1,,0.0,147319,,0,,,
2398,408513,1,1,محله 2,1,,0.0,147319,,0,,,
2399,408514,1,1,محله 3,1,,0.0,147319,,0,,,
2400,408515,1,1,محله 4,1,,0.0,147319,,0,,,
2401,408516,1,1,محله 5,1,,0.0,147319,,0,,,
2402,408517,1,1,محله 6,1,,0.0,147319,,0,,,
2403,408518,1,1,محله 1,1,,0.0,148509,,0,,,
2404,408519,1,1,محله 2,1,,0.0,148509,,0,,,
2405,408520,1,1,محله 3,1,,0.0,148509,,0,,,
2406,408522,1,1,محله 4,1,,0.0,148509,,0,,,
2407,408523,1,1,محله 5,1,,0.0,148509,,0,,,
2408,408524,1,1,محله 6,1,,0.0,148509,,0,,,
2409,408525,1,1,محله 1,1,,0.0,149699,,0,,,
2410,408526,1,1,محله 2,1,,0.0,149699,,0,,,
2411,408527,1,1,محله 3,1,,0.0,149699,,0,,,
2412,408528,1,1,محله 4,1,,0.0,149699,,0,,,
2413,408529,1,1,محله 5,1,,0.0,149699,,0,,,
2414,408530,1,1,محله 6,1,,0.0,149699,,0,,,
2415,408531,1,1,محله 1,1,,0.0,150889,,0,,,
2416,408532,1,1,محله 2,1,,0.0,150889,,0,,,
2417,408533,1,1,محله 3,1,,0.0,150889,,0,,,
2418,408534,1,1,محله 4,1,,0.0,150889,,0,,,
2419,408535,1,1,محله 5,1,,0.0,150889,,0,,,
2420,408536,1,1,محله 6,1,,0.0,150889,,0,,,
2421,408538,1,1,محله 1,1,,0.0,152079,,0,,,
2422,408539,1,1,محله 2,1,,0.0,152079,,0,,,
2423,408540,1,1,محله 3,1,,0.0,152079,,0,,,
2424,408541,1,1,محله 4,1,,0.0,152079,,0,,,
2425,408542,1,1,محله 5,1,,0.0,152079,,0,,,
2426,408543,1,1,محله 6,1,,0.0,152079,,0,,,
2427,408544,1,1,محله 1,1,,0.0,153269,,0,,,
2428,408545,1,1,محله 2,1,,0.0,153269,,0,,,
2429,408546,1,1,محله 3,1,,0.0,153269,,0,,,
2430,408547,1,1,محله 4,1,,0.0,153269,,0,,,
2431,408548,1,1,محله 5,1,,0.0,153269,,0,,,
2432,408549,1,1,محله 6,1,,0.0,153269,,0,,,
2433,408550,1,1,محله 1,1,,0.0,154459,,0,,,
2434,408551,1,1,محله 2,1,,0.0,154459,,0,,,
2435,408552,1,1,محله 3,1,,0.0,154459,,0,,,
2436,408553,1,1,محله 4,1,,0.0,154459,,0,,,
2437,408554,1,1,محله 5,1,,0.0,154459,,0,,,
2438,408555,1,1,محله 6,1,,0.0,154459,,0,,,
2439,408556,1,1,محله 1,1,,0.0,155649,,0,,,
2440,408557,1,1,محله 2,1,,0.0,155649,,0,,,
2441,408558,1,1,محله 3,1,,0.0,155649,,0,,,
2442,408559,1,1,محله 4,1,,0.0,155649,,0,,,
2443,408560,1,1,محله 5,1,,0.0,155649,,0,,,
2444,408561,1,1,محله 6,1,,0.0,155649,,0,,,
2445,408562,1,1,محله 1,1,,0.0,156839,,0,,,
2446,408563,1,1,محله 2,1,,0.0,156839,,0,,,
2447,408564,1,1,محله 3,1,,0.0,156839,,0,,,
2448,408565,1,1,محله 4,1,,0.0,156839,,0,,,
2449,408566,1,1,محله 5,1,,0.0,156839,,0,,,
2450,408567,1,1,محله 6,1,,0.0,156839,,0,,,
2451,408568,1,1,محله 1,1,,0.0,158029,,0,,,
2452,408569,1,1,محله 2,1,,0.0,158029,,0,,,
2453,408570,1,1,محله 3,1,,0.0,158029,,0,,,
2454,408571,1,1,محله 4,1,,0.0,158029,,0,,,
2455,408572,1,1,محله 5,1,,0.0,158029,,0,,,
2456,408573,1,1,محله 6,1,,0.0,158029,,0,,,
2457,408574,1,1,محله 1,1,,0.0,159219,,0,,,
2458,408575,1,1,محله 2,1,,0.0,159219,,0,,,
2459,408576,1,1,محله 3,1,,0.0,159219,,0,,,
2460,408577,1,1,محله 4,1,,0.0,159219,,0,,,
2461,408578,1,1,محله 5,1,,0.0,159219,,0,,,
2462,408579,1,1,محله 6,1,,0.0,159219,,0,,,
2463,408580,1,1,محله 1,1,,0.0,160409,,0,,,
2464,408581,1,1,محله 2,1,,0.0,160409,,0,,,
2465,408582,1,1,محله 3,1,,0.0,160409,,0,,,
2466,408583,1,1,محله 4,1,,0.0,160409,,0,,,
2467,408584,1,1,محله 5,1,,0.0,160409,,0,,,
2468,408585,1,1,محله 6,1,,0.0,160409,,0,,,
2469,408586,1,1,محله 1,1,,0.0,161599,,0,,,
2470,408587,1,1,محله 2,1,,0.0,161599,,0,,,
2471,408588,1,1,محله 3,1,,0.0,161599,,0,,,
2472,408589,1,1,محله 4,1,,0.0,161599,,0,,,
2473,408590,1,1,محله 5,1,,0.0,161599,,0,,,
2474,408591,1,1,محله 6,1,,0.0,161599,,0,,,
2475,408592,1,1,محله 1,1,,0.0,162789,,0,,,
2476,408593,1,1,محله 2,1,,0.0,162789,,0,,,
2477,408594,1,1,محله 3,1,,0.0,162789,,0,,,
2478,408595,1,1,محله 4,1,,0.0,162789,,0,,,
2479,408596,1,1,محله 5,1,,0.0,162789,,0,,,
2480,408597,1,1,محله 6,1,,0.0,162789,,0,,,
2481,408598,1,1,محله 1,1,,0.0,163979,,0,,,
2482,408599,1,1,محله 2,1,,0.0,163979,,0,,,
2483,408600,1,1,محله 3,1,,0.0,163979,,0,,,
2484,408601,1,1,محله 4,1,,0.0,163979,,0,,,
2485,408602,1,1,محله 5,1,,0.0,163979,,0,,,
2486,408603,1,1,محله 6,1,,0.0,163979,,0,,,
2487,408604,1,1,محله 1,1,,0.0,165169,,0,,,
2488,408605,1,1,محله 2,1,,0.0,165169,,0,,,
2489,408606,1,1,محله 3,1,,0.0,165169,,0,,,
2490,408607,1,1,محله 4,1,,0.0,165169,,0,,,
2491,408608,1,1,محله 5,1,,0.0,165169,,0,,,
2492,408609,1,1,محله 6,1,,0.0,165169,,0,,,
2493,408610,21,1,اسلامشهر,1,,0.0,1148,,0,,,
2494,408611,1,1,محله 1,1,,0.0,408610,,0,,,
2495,408612,21,1,کرج,1,,0.0,408276,,0,,,
2496,408613,21,1,شهريار,1,,0.0,408276,,0,,,
2497,408614,21,1,قلعه حسن خان,1,,0.0,408276,,0,,,
2498,408615,150,1,فروشگاه هاي شرق,1,,0.0,0,,1,,,
2499,408616,152,1,رستوران,1,,0.0,0,,1,,,
2500,408617,150,1,رستوران تهران,1,,0.0,0,,1,,,
2501,408618,150,1,رستوران کرج,1,,0.0,0,,1,,,
2502,408619,202,1,دبه ترکيبي,1,,0.0,408244,,0,,,
2503,408620,203,1,دبه کم چرب,1,,0.0,408619,,0,,,
2504,408621,203,1,دبه پر چرب,1,,0.0,408619,,0,,,
2505,408622,203,1,دبه همزده,1,,0.0,408619,,0,,,
2506,408623,203,1,دبه کامر,1,,0.0,408619,,0,,,
2507,408624,202,1,دوغ 1.5 ترکيبي,1,,0.0,408224,,0,,,
2508,408625,203,1,نعناع,1,,0.0,408624,,0,,,
2509,408626,203,1,ترش,1,,0.0,408624,,0,,,
2510,408627,1,1,محله 2,1,,0.0,408610,,0,,,
2511,408628,63,1,پايين بودن تاريخ انقضا,1,,0.0,0,,1,,,
2512,408629,63,1,عدم قبول برگشتي,1,,0.0,0,,1,,,
2513,408630,62,1,پايين بودن تاريخ انقضا,1,,0.0,0,,1,,,
2514,408631,62,1,عدم قبول برگشتي,1,,0.0,0,,1,,,
2515,408632,150,1,مدارس,1,,0.0,0,,1,,,
2516,408633,201,1,سبد,1,,0.0,408241,,0,,,
2517,408635,202,1,روغن 750,1,,0.0,408440,,0,,,
2518,408636,202,1,روغن 900,1,,0.0,408440,,0,,,
2519,408637,202,1,روغن 1.5,1,,0.0,408440,,0,,,
2520,408638,202,1,روغن 3,1,,0.0,408440,,0,,,
2521,408639,202,1,طعم دار,1,,0.0,408244,,0,,,
2522,408640,202,1,محلي,1,,0.0,408244,,0,,,
2523,408641,202,1,لاکتيکي,1,,0.0,408243,,0,,,
2524,408642,202,1,700 ترکيبي صالح,1,,0.0,408244,,0,,,
2525,408643,202,1,400 ترکيبي صالح,1,,0.0,408244,,0,,,
2526,408644,202,1,دبه ترکيبي صالح,1,,0.0,408244,,0,,,
2527,408645,152,1,طبقه 0,1,,0.0,0,,1,,,
2528,408646,1,1,کرج 1,1,,0.0,408612,,0,,,
2529,408647,1,1,کرج 2,1,,0.0,408612,,0,,,
2530,408648,1,1,کرج 3,1,,0.0,408612,,0,,,
2531,408649,1,1,کرج 4,1,,0.0,408612,,0,,,
2532,408650,1,1,کرج 5,1,,0.0,408612,,0,,,
2533,408651,1,1,کرج 6,1,,0.0,408612,,0,,,
2534,408652,1,1,شهريار 1,1,,0.0,408612,,0,,,
2535,408653,1,1,شهريار 2,1,,0.0,408612,,0,,,
2536,408654,1,1,قلعه حسن خان 1,1,,0.0,408612,,0,,,
2537,408655,1,1,شهريار 1,1,,0.0,408613,,0,,,
2538,408656,1,1,شهريار 2,1,,0.0,408613,,0,,,
2539,408657,1,1,قلعه حسن خان 1,1,,0.0,408614,,0,,,
2540,408658,202,1,روغن 2,1,,0.0,408440,,0,,,
2541,408659,200,1,دسر,1,,0.0,0,,1,,,
2542,408660,6,1,حکمت ايرانيان,1,,0.0,0,,1,,,
