,CodeSherkat,CodeMahal,NameMahal,sOstan,Address,CodePosty,Fax,Tel,sShobeBimeh,ShomarehKargah,ModirForosh,SarParastPakhsh,ModirMarkaz,ModirMantaghe,Faal,IsSetad,UserName,Tarikh,Saat
0,1,1,البرز,135419,کرج جاده ملارد,,,,0,79,0,0,0,0,True,True,,,
1,1,43,ستاد,474,,,,,0,,0,0,0,0,False,False,Administrator,13940604,11:31:55
2,1,45,اصفهان,505,اصفهان شهرک صنعتي دولت آباد خيابان شهريار پ 24,,,45837538,0,,0,0,0,0,False,False,Administrator,13941005,10:08:23
3,1,46,تهران,0,تهران ميدان هفت تير خيابان کريم خان کوچه عسجدي,,,09339824948,0,,0,0,0,0,False,False,Administrator,13941005,10:08:32
4,1,48,شهرکرد,0,,,,03833353065,0,,0,0,0,0,False,False,zali,13941204,16:33:25
