,id,JamFaktor,tedadfaktor,jamMarjoee,TedadMarjoee,jamNaghd,TedadNaghd,jamcheck,Tedadcheck,tedadBargashti,JamBargashti,TedadBargashtiHazer,RialBashtiHazer,jamBedehi,TedadBedehi,Malek,Metrajh,EtebarRial,EtebarTedady,EtebarRialiNaghdi,Khas,sNoePardakht,akharinFaktor,AvalinFaktor,AkharinMarjoee,AvalinMarjoee,FaseleMoshtaryBadi
0,1,1.0139999999999998,3.209,-4.297000000000001,-6.337,9.609,10.036999999999999,6.6290000000000004,0.9209999999999999,-5.9639999999999995,-4.122,-14.029,-4.048,-5.026000000000001,-3.634,3.445,5.743,6.6690000000000005,9.938,7.9719999999999995,14.563,10.47,-6.629,2.8339999999999996,3.378,5.627000000000001,-4.414
